INSERT INTO Players (first_name, last_name, birth_date, sex, elo_rating)
VALUES
('Robin', 'Carter', '1739-11-20', 'F', 2461),
('Dorothy', 'Whitney', '1959-09-27', 'F', 1279),
('Lisa', 'Wilson', '1876-04-13', 'F', 1123),
('Jill', 'Morrison', '1803-04-04', 'F', 2209),
('Kimberly', 'Bishop', '1873-10-20', 'F', 2190),
('Sean', 'Burns', '1907-04-23', 'M', 1240),
('Kyle', 'Sullivan', '2004-08-06', 'M', 2552),
('Robert', 'Morton', '1842-03-04', 'M', 2815),
('Martin', 'Anderson', '1989-03-23', 'M', 2413),
('Kathleen', 'Orr', '1879-09-30', 'F', 1874),
('William', 'Ramirez', '1945-02-14', 'M', 2392),
('Michelle', 'Bell', '1776-09-28', 'F', 1109),
('Adam', 'Neal', '2002-10-08', 'M', 747),
('Nancy', 'Rice', '1710-08-07', 'F', 875),
('Bryan', 'Mckenzie', '1855-05-06', 'M', 857),
('Ricky', 'Deleon', '1952-12-04', 'M', 687),
('Julie', 'Anderson', '1745-11-30', 'F', 2783),
('Larry', 'Middleton', '1904-05-20', 'M', 2244),
('Eric', 'Curtis', '1831-12-17', 'M', 1104),
('Mary', 'Roberts', '1798-11-30', 'F', 1271),
('Natasha', 'Harmon', '1908-05-09', 'F', 1525),
('David', 'Perez', '1792-12-15', 'M', 2747),
('Travis', 'Potts', '1944-07-16', 'M', 1129),
('Becky', 'Jones', '1770-02-17', 'F', 1084),
('Carla', 'Payne', '1890-09-10', 'F', 1325),
('Heather', 'Medina', '1974-08-14', 'F', 1691),
('Matthew', 'Garner', '1756-11-28', 'M', 804),
('Bradley', 'Abbott', '1775-08-29', 'M', 1143),
('Patrick', 'Brown', '1888-08-02', 'M', 809),
('Beth', 'Scott', '1750-07-26', 'F', 1618),
('Alyssa', 'Scott', '1958-12-26', 'F', 2809),
('Kevin', 'Sandoval', '1996-01-27', 'M', 965),
('Sara', 'Ramirez', '1870-11-14', 'F', 1471),
('Tracy', 'Diaz', '1951-03-23', 'F', 1952),
('Isaac', 'Harris', '1866-01-23', 'M', 1815),
('James', 'Ball', '1855-07-30', 'M', 2560),
('Kirk', 'Jensen', '1946-04-17', 'M', 1585),
('Brian', 'Holmes', '1824-07-26', 'M', 2431),
('Nancy', 'Little', '1788-05-02', 'F', 2632),
('Heidi', 'Taylor', '1987-05-26', 'F', 2426),
('Paula', 'Esparza', '1762-02-16', 'F', 2161),
('Travis', 'Martin', '1842-05-11', 'M', 1634),
('Christopher', 'Martinez', '1913-09-09', 'M', 688),
('Daniel', 'Wilson', '1774-05-24', 'M', 1356),
('Teresa', 'Campos', '1798-09-09', 'F', 1033),
('Martin', 'Waters', '1747-08-07', 'M', 935),
('Kenneth', 'Pierce', '1741-05-12', 'M', 2598),
('Michael', 'Myers', '1872-08-26', 'M', 1797),
('Joseph', 'Cook', '1960-03-15', 'M', 1573),
('Jeremiah', 'Smith', '1968-05-27', 'M', 1087),
('John', 'Porter', '1982-08-18', 'M', 1173),
('Sonya', 'Reed', '1901-11-14', 'F', 2123),
('Michael', 'Baker', '1808-05-31', 'M', 2467),
('John', 'Foster', '1833-11-12', 'M', 2135),
('Michelle', 'Owens', '1770-01-30', 'F', 1595),
('Marie', 'Colon', '1899-05-03', 'F', 1888),
('Christopher', 'Brown', '1763-08-13', 'M', 1819),
('Christopher', 'Arnold', '1805-09-20', 'M', 1975),
('Cathy', 'Frank', '1759-07-03', 'F', 686),
('Julie', 'Monroe', '1803-10-24', 'F', 1282),
('Cory', 'Carter', '1783-10-21', 'M', 1289),
('Vincent', 'Davenport', '1905-05-01', 'M', 2119),
('Anna', 'Anderson', '1931-08-03', 'F', 1055),
('Kevin', 'Jenkins', '1880-09-02', 'M', 2528),
('Bailey', 'Bradley', '1730-02-20', 'F', 1850),
('Kristi', 'Green', '1950-06-28', 'F', 2523),
('Linda', 'Peters', '1727-01-29', 'F', 1103),
('Ruth', 'Greene', '1937-03-08', 'F', 2109),
('Vanessa', 'Herrera', '1896-02-28', 'F', 2464),
('Melissa', 'Valdez', '1977-08-12', 'F', 1324),
('William', 'Rodgers', '1950-12-02', 'M', 723),
('Pamela', 'Harris', '2006-01-03', 'F', 1965),
('Jeffrey', 'Williams', '1956-01-12', 'M', 969),
('Robert', 'Olson', '1946-01-30', 'M', 1044),
('Mark', 'Brooks', '1884-01-03', 'M', 1648),
('Shawn', 'Allen', '1916-09-24', 'M', 1704),
('John', 'Michael', '1805-06-24', 'M', 1242),
('Justin', 'Santana', '1787-09-29', 'M', 2706),
('Daniel', 'West', '1891-09-02', 'M', 2514),
('Nancy', 'Decker', '1812-04-03', 'F', 2234),
('Andrea', 'Mcmahon', '1770-05-16', 'F', 2383),
('Nicole', 'Marshall', '2008-08-02', 'F', 796),
('Michelle', 'Hale', '1957-09-03', 'F', 2498),
('Daniel', 'Morris', '1794-06-09', 'M', 802),
('Melissa', 'House', '1787-02-02', 'F', 1132),
('Laura', 'Watts', '1860-07-26', 'F', 1461),
('Thomas', 'Stephens', '1852-04-10', 'M', 1608),
('Stefanie', 'Farley', '1948-01-25', 'F', 874),
('Alexander', 'Beard', '1915-03-28', 'M', 1832),
('Jessica', 'Walter', '1859-04-18', 'F', 1798),
('Christina', 'Stanley', '1741-03-04', 'F', 768),
('Victor', 'Sanchez', '1856-08-18', 'M', 1852),
('Courtney', 'King', '2008-04-01', 'F', 1895),
('Teresa', 'Wilson', '1977-04-09', 'F', 2713),
('Nicole', 'Nelson', '1891-05-17', 'F', 1527),
('Matthew', 'Lucero', '1780-11-02', 'M', 664),
('James', 'Clark', '1827-04-15', 'M', 1402),
('Jon', 'Horne', '1768-02-05', 'M', 1296),
('Michael', 'Murray', '1811-08-13', 'M', 2282),
('Toni', 'Mitchell', '1775-08-18', 'F', 1106),
('Jamie', 'Howard', '1773-12-28', 'F', 2359),
('Don', 'Keith', '1789-09-04', 'M', 1161),
('Robert', 'Maldonado', '2005-10-24', 'M', 1031),
('Sarah', 'Munoz', '1771-07-01', 'F', 1307),
('Ruth', 'Alvarado', '1988-08-14', 'F', 2775),
('Erica', 'Anderson', '1974-11-23', 'F', 1763),
('Lawrence', 'Castaneda', '1869-03-18', 'M', 812),
('Danny', 'Salazar', '1848-10-04', 'M', 1547),
('Sarah', 'Bolton', '1789-11-21', 'F', 893),
('Brittany', 'Davis', '1908-03-02', 'F', 2302),
('Tonya', 'May', '1995-04-12', 'F', 1018),
('Brandon', 'Powell', '1796-04-14', 'M', 2458),
('Nicole', 'Johnson', '1924-06-03', 'F', 1896),
('Nicholas', 'Romero', '1751-12-20', 'M', 849),
('Doris', 'Brown', '1992-09-06', 'F', 1385),
('Amy', 'Wilson', '1720-07-05', 'F', 2434),
('Steven', 'Lopez', '1963-03-24', 'M', 1736),
('Brenda', 'Buckley', '1750-10-18', 'F', 915),
('Fernando', 'Harris', '1935-06-09', 'M', 858),
('Gary', 'Anderson', '1721-04-28', 'M', 2309),
('Caitlyn', 'Wheeler', '1862-12-17', 'F', 1387),
('Marcus', 'Parsons', '1770-10-01', 'M', 1682),
('Natasha', 'Burton', '1962-03-08', 'F', 1709),
('William', 'Smith', '1955-10-03', 'M', 1058),
('Melissa', 'Phillips', '1982-09-08', 'F', 1298),
('Jennifer', 'Brown', '1766-06-16', 'F', 1868),
('Renee', 'Tyler', '1801-11-08', 'F', 2552),
('Lucas', 'Hartman', '1884-01-08', 'M', 2143),
('James', 'Carlson', '1935-02-02', 'M', 2364),
('Bruce', 'Henry', '1892-01-06', 'M', 2162),
('Karen', 'Walker', '1799-10-16', 'F', 1495),
('James', 'Taylor', '1711-07-14', 'M', 671),
('Angel', 'Stevens', '1792-06-30', 'M', 909),
('Abigail', 'Anderson', '1882-04-27', 'F', 1845),
('Christian', 'Hess', '1757-05-08', 'M', 818),
('Richard', 'Colon', '1857-06-21', 'M', 2512),
('James', 'Williams', '1732-09-05', 'M', 1198),
('Connie', 'Bond', '1956-02-12', 'F', 705),
('Rebecca', 'David', '1766-08-24', 'F', 1018),
('Alexander', 'Bennett', '1954-01-12', 'M', 973),
('James', 'Adams', '1801-05-06', 'M', 1045),
('Terri', 'Jordan', '1766-05-21', 'F', 943),
('Thomas', 'Nguyen', '1845-03-07', 'M', 2715),
('Samantha', 'Tate', '1784-10-03', 'F', 2246),
('Mark', 'Coffey', '1967-10-04', 'M', 1955),
('Nicholas', 'Patterson', '1921-07-29', 'M', 2622),
('Samantha', 'Beck', '1716-02-29', 'F', 692),
('Aaron', 'Adams', '1962-12-23', 'M', 1661),
('Mark', 'Patterson', '1876-11-08', 'M', 1443),
('Derek', 'Chan', '1873-07-05', 'M', 1354),
('Adrienne', 'Robertson', '1872-05-10', 'F', 841),
('Tanya', 'Moore', '2010-08-01', 'F', 2736),
('Taylor', 'Hale', '1996-03-25', 'F', 944),
('Brian', 'Curry', '1808-03-23', 'M', 1864),
('Angela', 'Williams', '1760-03-28', 'F', 1793),
('Nicole', 'Thomas', '1915-04-24', 'F', 2297),
('Veronica', 'Mason', '1837-10-01', 'F', 1629),
('Brenda', 'Mcdowell', '1918-04-05', 'F', 1490),
('Jessica', 'Bailey', '1972-01-19', 'F', 2453),
('Jessica', 'Becker', '1752-06-14', 'F', 1945),
('Nicole', 'Smith', '1946-03-11', 'F', 1421),
('Michelle', 'Collins', '1709-02-03', 'F', 899),
('Ashley', 'Cain', '1917-02-28', 'F', 1073),
('Howard', 'Young', '1849-05-11', 'M', 1385),
('Stephen', 'Torres', '1721-02-18', 'M', 1033),
('Erica', 'Henderson', '1968-10-31', 'F', 1749),
('James', 'Jacobson', '1743-09-30', 'M', 1880),
('Steven', 'Chase', '1734-07-07', 'M', 744),
('Scott', 'Thompson', '2000-01-07', 'M', 1177),
('Alexander', 'Hale', '1984-01-10', 'M', 1899),
('Bryan', 'Wise', '1732-03-24', 'M', 1296),
('Susan', 'Larson', '1884-12-30', 'F', 972),
('Shari', 'Butler', '1788-11-05', 'F', 917),
('Barry', 'Davis', '2002-12-20', 'M', 1942),
('Kyle', 'Garcia', '1754-01-25', 'M', 1016),
('Sarah', 'Cook', '1908-10-09', 'F', 1628),
('Carol', 'Zamora', '1908-05-10', 'F', 1224),
('Sean', 'Green', '1870-06-15', 'M', 767),
('Jennifer', 'Wagner', '2005-08-17', 'F', 2153),
('Jeffrey', 'White', '1935-10-09', 'M', 1677),
('Barbara', 'Peters', '1732-07-10', 'F', 1209),
('Brandi', 'Novak', '1972-04-28', 'F', 2168),
('Frederick', 'Finley', '1890-09-04', 'M', 1524),
('Christopher', 'Parker', '1805-07-02', 'M', 2195),
('Brandon', 'Nichols', '1789-05-05', 'M', 2730),
('Kathleen', 'Miller', '1845-08-30', 'F', 2369),
('Gina', 'Koch', '1986-01-11', 'F', 2536),
('Gregory', 'Bishop', '1725-09-17', 'M', 713),
('David', 'Lewis', '1920-07-23', 'M', 2764),
('Gilbert', 'Bell', '1760-12-13', 'M', 1234),
('Miranda', 'Brown', '1883-11-01', 'F', 2791),
('James', 'Martin', '1701-08-05', 'M', 2407),
('Dan', 'Stewart', '1804-03-08', 'M', 1382),
('Karen', 'Bell', '1811-03-25', 'F', 2703),
('Donald', 'Mcdonald', '1852-12-20', 'M', 1918),
('Sharon', 'Montgomery', '1931-12-13', 'F', 1954),
('Matthew', 'Taylor', '1903-12-15', 'M', 934),
('Charles', 'Holt', '2009-11-25', 'M', 1777),
('Eric', 'Bowers', '1705-10-01', 'M', 1330),
('Elizabeth', 'Vasquez', '1730-05-08', 'F', 2348),
('Molly', 'Luna', '1809-10-23', 'F', 2848),
('Amanda', 'Vega', '1963-04-10', 'F', 1450),
('Tony', 'Jackson', '1988-08-28', 'M', 951),
('Christopher', 'Contreras', '1992-10-28', 'M', 2121),
('Dakota', 'Fox', '1856-05-03', 'M', 1553),
('Jennifer', 'Johnson', '2002-02-24', 'F', 1061),
('Lori', 'Harris', '1980-05-17', 'F', 924),
('Shane', 'Phillips', '1775-09-04', 'M', 2150),
('Jacqueline', 'Parsons', '1878-10-16', 'F', 2822),
('Jordan', 'Lee', '1938-11-18', 'F', 1637),
('Jerry', 'Hurley', '1905-07-20', 'M', 1820),
('Cory', 'Bass', '1949-11-25', 'M', 1861),
('Christopher', 'Zimmerman', '1976-05-08', 'M', 851),
('Mallory', 'Martinez', '2001-02-12', 'F', 1604),
('Patrick', 'Gordon', '1903-04-19', 'M', 1961),
('Dylan', 'Reyes', '1871-04-22', 'M', 816),
('Heather', 'Hood', '1957-06-06', 'F', 2116),
('Candice', 'Bautista', '1836-01-19', 'F', 2175),
('Rachel', 'Lee', '1857-06-16', 'F', 1405),
('Joseph', 'Ortiz', '1836-01-01', 'M', 2303),
('Cheryl', 'Sweeney', '1836-05-24', 'F', 2449),
('Timothy', 'Campbell', '1928-11-24', 'M', 1254),
('Tara', 'Smith', '1743-05-25', 'F', 1980),
('Victoria', 'Holland', '1760-04-14', 'F', 1379),
('Victoria', 'Jacobs', '1851-09-24', 'F', 842),
('John', 'Williams', '1856-10-23', 'M', 891),
('Anita', 'Williams', '1702-02-17', 'F', 769),
('Laura', 'Hester', '1801-08-30', 'F', 1153),
('Lindsay', 'Hall', '1709-07-27', 'F', 2238),
('Tracy', 'Allen', '1775-11-09', 'F', 2324),
('Kristina', 'Hubbard', '1983-07-02', 'F', 2269),
('Melissa', 'Knox', '1803-11-18', 'F', 2527),
('Sarah', 'Rose', '1779-08-07', 'F', 836),
('Joseph', 'Wilkins', '1831-07-02', 'M', 2024),
('Paul', 'Rivera', '1971-07-03', 'M', 1963),
('Grace', 'Sandoval', '1780-09-23', 'F', 2674),
('Gregory', 'Nolan', '1941-02-12', 'M', 1946),
('William', 'Carter', '1828-10-24', 'M', 2164),
('Linda', 'Brown', '1902-07-21', 'F', 1531),
('Alexandria', 'Gibson', '1898-09-13', 'F', 2438),
('Mark', 'Murphy', '2005-05-24', 'M', 2603),
('Charles', 'Kelly', '1989-11-17', 'M', 878),
('Maria', 'Black', '1782-11-16', 'F', 2636),
('Kristin', 'Morales', '1842-09-18', 'F', 1886),
('William', 'Munoz', '1720-10-26', 'M', 1328),
('Justin', 'Thomas', '1939-02-16', 'M', 2447),
('Nathaniel', 'Olson', '1849-09-16', 'M', 2549),
('Jason', 'Gilmore', '1712-02-16', 'M', 1120),
('Angela', 'Fisher', '1813-03-14', 'F', 1488),
('Rachel', 'Roberson', '1935-09-08', 'F', 2383),
('Adrienne', 'Herman', '1717-06-12', 'F', 1020),
('James', 'Burns', '1754-07-11', 'M', 2086),
('John', 'Smith', '1902-02-27', 'M', 1924),
('Robert', 'Holmes', '1725-01-08', 'M', 2087),
('Mary', 'Hansen', '1767-07-15', 'F', 1605),
('Jonathan', 'Burnett', '1972-03-10', 'M', 1703),
('James', 'Reid', '1956-03-17', 'M', 1386),
('Donna', 'Cummings', '1999-12-07', 'F', 711),
('Larry', 'Brennan', '1908-02-28', 'M', 710),
('Sandra', 'Horne', '1877-05-27', 'F', 2006),
('John', 'Davis', '1735-08-29', 'M', 765),
('Herbert', 'Gentry', '1812-07-09', 'M', 1231),
('Debra', 'Mcneil', '1702-03-02', 'F', 1013),
('Eric', 'Lee', '1864-10-08', 'M', 1988),
('William', 'Savage', '1814-11-30', 'M', 739),
('John', 'Rodriguez', '1856-06-20', 'M', 1887),
('Eric', 'Tapia', '1877-01-09', 'M', 2564),
('Robert', 'Paul', '1962-07-26', 'M', 2716),
('Hannah', 'Cruz', '2008-07-02', 'F', 2651),
('Penny', 'Marsh', '1925-08-27', 'F', 1510),
('Gary', 'Allen', '1751-04-08', 'M', 707),
('David', 'Harris', '1785-12-01', 'M', 1489),
('Lisa', 'Mcintosh', '1701-01-25', 'F', 1207),
('Ruben', 'Davis', '1889-10-11', 'M', 1342),
('Ronald', 'Huff', '1845-06-28', 'M', 1186),
('Lydia', 'Oneal', '1879-03-24', 'F', 1269),
('Amanda', 'Hamilton', '1711-07-10', 'F', 1722),
('Shelby', 'Bennett', '1969-06-26', 'F', 1905),
('William', 'Simpson', '1871-04-03', 'M', 848),
('Amber', 'Turner', '1754-12-15', 'F', 1228),
('Nicole', 'Long', '1937-04-24', 'F', 1020),
('Zoe', 'Ewing', '1769-07-17', 'F', 850),
('Tyler', 'Castillo', '1846-11-05', 'M', 2137),
('Michael', 'Reese', '1830-12-19', 'M', 729),
('Andrew', 'Cobb', '1967-12-30', 'M', 2598),
('Joshua', 'Kennedy', '1892-12-04', 'M', 1296),
('Jeremy', 'Patel', '1890-07-11', 'M', 2180),
('Michael', 'Arnold', '1983-11-24', 'M', 1070),
('Brian', 'Smith', '1997-08-18', 'M', 1014),
('Amy', 'Tate', '1738-10-03', 'F', 1625),
('Cheryl', 'Davis', '1736-07-05', 'F', 2572),
('Leslie', 'Smith', '1909-06-06', 'F', 1446),
('John', 'Bond', '1955-05-10', 'M', 1423),
('Michael', 'Cortez', '1766-08-05', 'M', 1431),
('Shawn', 'Burns', '1746-01-14', 'M', 752),
('Dean', 'Gardner', '1752-05-16', 'M', 2321),
('Krista', 'Donovan', '1911-02-09', 'F', 2497),
('Raymond', 'Patel', '1930-03-05', 'M', 672),
('Jeremiah', 'Robinson', '1938-02-23', 'M', 2375),
('Jessica', 'Parker', '1733-10-15', 'F', 2574),
('Jessica', 'Campbell', '1712-09-10', 'F', 831),
('Michele', 'Pratt', '1929-05-08', 'F', 980),
('Angela', 'Long', '1746-09-05', 'F', 674),
('Dylan', 'Acevedo', '1779-04-28', 'M', 2048),
('Robert', 'Allen', '1713-11-25', 'M', 2092),
('Sheila', 'Lowe', '1767-09-29', 'F', 1809),
('Frank', 'Ford', '1755-07-14', 'M', 2355),
('Jennifer', 'Kane', '1764-01-13', 'F', 1423),
('Kristen', 'Jenkins', '1774-01-22', 'F', 1387),
('Wendy', 'Taylor', '1754-11-27', 'F', 2812),
('Nathan', 'Holland', '1777-11-17', 'M', 2551),
('Tyler', 'Kemp', '1853-11-08', 'M', 2713),
('James', 'Turner', '1949-05-20', 'M', 2571),
('John', 'Brown', '1937-04-29', 'M', 2249),
('Gabriel', 'Hunter', '1818-09-13', 'M', 961),
('Lisa', 'Lee', '1745-12-20', 'F', 1397),
('Cody', 'Torres', '1970-11-18', 'M', 2539),
('Jennifer', 'Montgomery', '1760-08-03', 'F', 823),
('Maxwell', 'Scott', '1956-03-08', 'M', 1031),
('Craig', 'Richards', '1946-10-07', 'M', 966),
('Barbara', 'Mcgrath', '1823-12-24', 'F', 1598),
('Andrew', 'Ferrell', '1968-03-16', 'M', 746),
('Caitlyn', 'Phillips', '1804-03-23', 'F', 2386),
('Thomas', 'Smith', '1813-02-12', 'M', 2156),
('Jonathan', 'Campbell', '1973-09-29', 'M', 2177),
('Debra', 'Ruiz', '1860-11-09', 'F', 1753),
('William', 'Brown', '1848-03-25', 'M', 1579),
('Aimee', 'Lopez', '1972-03-28', 'F', 2594),
('Bonnie', 'Warner', '1846-07-05', 'F', 2712),
('William', 'Pittman', '1827-04-20', 'M', 1714),
('Jesse', 'Hutchinson', '1954-10-06', 'M', 2761),
('Crystal', 'Davis', '1946-10-16', 'F', 2443),
('Michael', 'Martin', '1828-01-24', 'M', 984),
('Brenda', 'Thompson', '1777-02-20', 'F', 2783),
('Lisa', 'Beck', '1826-03-10', 'F', 2665),
('Nicholas', 'Diaz', '1752-07-13', 'M', 1637),
('Gabriel', 'Jones', '1838-08-09', 'M', 1442),
('Kyle', 'Holmes', '1939-04-10', 'M', 1077),
('Amanda', 'Rivera', '1975-02-14', 'F', 2107),
('Jeffrey', 'Cruz', '1712-06-14', 'M', 1824),
('Cathy', 'Chen', '1795-05-14', 'F', 1959),
('Nicholas', 'Weaver', '1802-02-13', 'M', 1795),
('Robert', 'Soto', '1980-05-24', 'M', 825),
('Mark', 'Schultz', '1913-09-04', 'M', 751),
('Beth', 'Mcgrath', '1863-09-03', 'F', 2109),
('Nancy', 'Jones', '1711-08-03', 'F', 2574),
('Jared', 'Lewis', '1956-04-10', 'M', 1887),
('Kimberly', 'Johnson', '1985-01-07', 'F', 2215),
('Steven', 'Howard', '1806-09-24', 'M', 2837),
('Brian', 'Kelly', '1955-06-30', 'M', 1614),
('Denise', 'Nelson', '1982-07-01', 'F', 1288),
('Kelly', 'Simpson', '1917-02-22', 'F', 1943),
('Toni', 'Burnett', '1902-03-04', 'F', 1705),
('Marcus', 'Harmon', '1753-03-21', 'M', 1662),
('Bobby', 'Walker', '1835-12-20', 'M', 2342),
('Nicole', 'Ellis', '1909-08-30', 'F', 2505),
('Samantha', 'Alvarez', '1957-07-17', 'F', 2316),
('Sherri', 'Long', '1702-01-11', 'F', 1085),
('Matthew', 'Mcdowell', '1742-04-04', 'M', 1924),
('Yvonne', 'Boyer', '1933-11-06', 'F', 1204),
('Darrell', 'Marquez', '1899-09-27', 'M', 1825),
('Michelle', 'Wilkerson', '1864-04-18', 'F', 2592),
('Robert', 'Gibson', '1991-07-16', 'M', 1230),
('Laurie', 'Ali', '1897-01-20', 'F', 2139),
('Christine', 'Shields', '2002-03-13', 'F', 952),
('Christopher', 'Harris', '1774-12-21', 'M', 2779),
('Brianna', 'Roberts', '1958-11-27', 'F', 2393),
('Samuel', 'Nguyen', '1859-10-03', 'M', 1644),
('Brittany', 'Brown', '1943-08-12', 'F', 2368),
('Jordan', 'Moyer', '1970-07-31', 'M', 2373),
('Michael', 'Berger', '1734-04-10', 'M', 846),
('Tonya', 'Johnson', '1998-10-01', 'F', 1255),
('Toni', 'Graves', '1754-03-29', 'F', 2198),
('Sarah', 'Mcbride', '1963-09-30', 'F', 1981),
('Joanne', 'Brown', '1810-03-22', 'F', 2579),
('Chad', 'Hayes', '1932-10-22', 'M', 1546),
('Gregory', 'King', '1805-06-30', 'M', 2760),
('Brian', 'Galloway', '1897-05-21', 'M', 737),
('Lisa', 'Cox', '1753-01-23', 'F', 1577),
('Jennifer', 'Warner', '1994-07-10', 'F', 2799),
('Caitlin', 'Garcia', '1832-04-17', 'F', 2190),
('Jonathon', 'Alvarez', '1932-06-14', 'M', 1385),
('Andrew', 'Perez', '1783-12-09', 'M', 2198),
('Diane', 'Walker', '2004-01-12', 'F', 1870),
('Diane', 'Williams', '1941-07-06', 'F', 783),
('Michael', 'Cline', '1830-05-11', 'M', 1208),
('Penny', 'Clark', '1867-05-28', 'F', 1373),
('Mary', 'Lewis', '1778-08-13', 'F', 2662),
('Joshua', 'Suarez', '1895-04-21', 'M', 793),
('Jessica', 'Fisher', '1894-10-06', 'F', 2719),
('Michael', 'Bell', '1704-08-06', 'M', 2309),
('Robert', 'Chang', '1922-09-16', 'M', 1114),
('Mark', 'Greene', '1750-12-30', 'M', 2401),
('Robert', 'Collins', '1847-08-28', 'M', 1636),
('Michael', 'Moore', '1852-04-14', 'M', 1193),
('Jason', 'Schultz', '1981-09-28', 'M', 2549),
('Sara', 'Roberts', '1949-12-18', 'F', 2196),
('Jason', 'Miller', '1714-08-06', 'M', 732),
('Autumn', 'Allen', '1964-09-16', 'F', 1696),
('Jonathan', 'Russo', '1965-01-11', 'M', 1421),
('Joshua', 'Stewart', '1793-11-25', 'M', 2267),
('Joseph', 'Jackson', '1795-05-15', 'M', 2219),
('Janet', 'Gillespie', '1818-11-21', 'F', 2201),
('Debra', 'Douglas', '1909-03-06', 'F', 2168),
('Amy', 'Meyers', '1727-05-18', 'F', 716),
('Elizabeth', 'Green', '1844-09-01', 'F', 1332),
('Melissa', 'Alvarez', '1881-12-07', 'F', 2248),
('Kristina', 'Morrison', '1789-01-06', 'F', 1713),
('Courtney', 'Anderson', '1907-09-23', 'F', 1294),
('Jerome', 'Ward', '1779-11-01', 'M', 2443),
('John', 'Newton', '1907-04-05', 'M', 896),
('Micheal', 'Oconnor', '1876-03-08', 'M', 733),
('Joseph', 'Buchanan', '1753-11-09', 'M', 1100),
('Heather', 'Pittman', '1811-11-10', 'F', 1207),
('Shannon', 'Thompson', '1732-05-13', 'F', 1628),
('Allison', 'Allen', '1754-03-26', 'F', 1782),
('Tammy', 'Carter', '1808-01-31', 'F', 1349),
('Eric', 'Thomas', '1713-01-19', 'M', 1391),
('Aaron', 'Hammond', '1916-06-10', 'M', 753),
('Kaitlyn', 'Peterson', '1869-04-07', 'F', 2549),
('Maurice', 'Dunn', '1823-11-19', 'M', 2606),
('James', 'Cooley', '1913-02-04', 'M', 2559),
('Paula', 'Owen', '1913-02-24', 'F', 1710),
('Tonya', 'Conrad', '1815-10-09', 'F', 2441),
('Daniel', 'Boyer', '1941-12-22', 'M', 2482),
('Robert', 'Lewis', '2004-03-03', 'M', 2602),
('Cathy', 'Nguyen', '1769-08-22', 'F', 724),
('Karen', 'Hansen', '1941-05-11', 'F', 2241),
('William', 'Keith', '1812-07-03', 'M', 2274),
('Taylor', 'Briggs', '1867-04-24', 'F', 2562),
('Andrea', 'Padilla', '1718-12-21', 'F', 711),
('Andrew', 'Martinez', '1754-04-03', 'M', 1813),
('David', 'Williams', '1723-01-30', 'M', 1724),
('Debbie', 'Miles', '1946-10-06', 'F', 1497),
('John', 'Walters', '1991-06-16', 'M', 1754),
('Tammy', 'Woodard', '1709-08-08', 'F', 2118),
('Tiffany', 'Frost', '2009-06-06', 'F', 1706),
('Stephen', 'Brown', '1839-02-12', 'M', 2821),
('Ann', 'Glenn', '1986-02-19', 'F', 2304),
('Kelly', 'Turner', '1895-12-04', 'F', 1933),
('Sarah', 'Scott', '1849-01-16', 'F', 2035),
('Megan', 'Brown', '1748-10-29', 'F', 2590),
